Cargo,Empresa,Local,Link
Data Miner RPA Python,Instituto de desenvolvimento Sistêmico - Camila...,"Campinas, SP",https://br.indeed.com/rc/clk?jk=0f67aaa8546e49c9&bb=QjLSeqZVbYS3W9nkN45j-T4mHrZu2aXSP1CdI5IMLBqZpXiZqW4CqAjycWQROv30q9jrfu84K1YIie1T4TxqStarJXSoxh8MitMdOSCEvxY%3D&xkcb=SoCd67M3DIsWXS2xNp0CbzkdCdPP&fccid=0a9ccd705e7fbae1&cmp=Instituto-de-desenvolvimento-Sist%25C3%25AAmico---Camila-Brina&ti=Python&vjs=3
Desenvolvedor Python (Salário em Dólar),Turing.com,,https://br.indeed.com/rc/clk?jk=3d7366990381ab04&bb=QjLSeqZVbYS3W9nkN45j-fgdsyKXvAPpz_l1M9Cq-KFdSqlhTv7tzsMfusLlmuErsqiR6LIjQygHB0XJwZxwGiqaQOmV_YT5tZI1Xg05WbM%3D&xkcb=SoAA67M3DIsWXS2xNp0BbzkdCdPP&fccid=2d71fc355eaef8f5&cmp=turing&ti=Python&vjs=3
Engenheiro de software júnior - são carlos,Netvagas,"São Carlos, RS",https://br.indeed.com/rc/clk?jk=1cd3aace3009849d&bb=QjLSeqZVbYS3W9nkN45j-YpW5MXdjVSfF5Y6rIh7VzXPIic_PE43r3CLo55yQLFrGxWCOrLG9MO-3fQxJH14KNN21hRckBKWXDIdtvJ69EU%3D&xkcb=SoC067M3DIsWXS2xNp0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Cientista de Dados,DECISION GROUP IT,"Home office in Belém, PA",https://br.indeed.com/rc/clk?jk=af9858f54ab953d8&bb=QjLSeqZVbYS3W9nkN45j-VduK_pZurcsbcvU2-D718iVUbhXKWiC5RYjEbK_E7f2TxF00JcFg_FZlEJWO05orOLSZaWLs--r-io26ptBY-M%3D&xkcb=SoA667M3DIsWXS2xNp0HbzkdCdPP&fccid=31e4b3663c712043&cmp=DECISION-GROUP-IT&ti=Cientista+De+Dados&vjs=3
Desenvolvedor Full Stack,SÓ Multas,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=885fb231835a8c84&bb=QjLSeqZVbYS3W9nkN45j-S1nMcN6LPMVtm0h5KFrlrLwepDEIhnYmYIC2ukO4E3zVk81fhkwwzaxg_OwqlWxrWO9JDPkr4acbiaCCmILm9c%3D&xkcb=SoCO67M3DIsWXS2xNp0GbzkdCdPP&fccid=a61919deb09dbe18&vjs=3
Analista Desenvolvedor Pleno Python - AI/ML,Consult Mídia Soluções,"Brasília, DF",https://br.indeed.com/rc/clk?jk=d47d6b7962e95227&bb=QjLSeqZVbYS3W9nkN45j-TOmY1XE--iDyNbL9MvFJh7pOLG_jCqL7A4Vfx6j1Fd18hxSpLDc4qriCBUOtgmaZvo3BsoL3bwjhbjCqE8CQ2A%3D&xkcb=SoAT67M3DIsWXS2xNp0FbzkdCdPP&fccid=b7e46951d5917aba&vjs=3
Desenvolvedor Full Stack,SÓ Multas,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=885fb231835a8c84&bb=hLB-MfZMmzAa6LAY1PokAZ4lFZou-7bbIYn10byXJU3u1FnPhmXZO4k-7IkDt0IEGLzha5mbvKh8j8otLLVHJ8Pw74ESHEWQ4aMJLLurv3U%3D&xkcb=SoAZ67M3DIsVrkWxNp0LbzkdCdPP&fccid=a61919deb09dbe18&vjs=3
Analista de Business Intelligence Junior,TRABALHE CONOSCO,,https://br.indeed.com/rc/clk?jk=ddeacbbca14f4569&bb=hLB-MfZMmzAa6LAY1PokAQbiyRklW_EysF_mKBNJmAHOKF-0qFHvzN_o1bOnl-pKRByVluGgXsQ2_CUIVdlBsRSzMU-ur-SlpxQsSe7PFnk%3D&xkcb=SoCt67M3DIsVrkWxNp0KbzkdCdPP&fccid=f0efc59fc294b61b&vjs=3
Specialist Software Development Engineer,WEX Inc.,,https://br.indeed.com/rc/clk?jk=3e1dc4439814895f&bb=hLB-MfZMmzAa6LAY1PokAcY-XG5ik_x3fdHh5KY4Z3_ly2TO1XLeaddWa-XPKeUEUE_4dR1PxVFq-4fXbI67_GbjtXPRpRAkJfKthJxkxMs%3D&xkcb=SoAw67M3DIsVrkWxNp0JbzkdCdPP&fccid=c9538b927313f8e0&vjs=3
Desenvolvedor Frontend,Coderockr,"Home office in Joinville, SC",https://br.indeed.com/rc/clk?jk=d83b3caf77e0b967&bb=hLB-MfZMmzAa6LAY1PokASV6NIHq9nyMi7IVq5m3lP4Ic3uZ6oedCxHKkHB8wfVXC8i5m1VRFIPpCQ0CbwZOruB0JGaoqMnYfEWS2xnltJg%3D&xkcb=SoCE67M3DIsVrkWxNp0IbzkdCdPP&fccid=899b2ee513f6e6c1&vjs=3
Auxiliar Técnico de Automação,Lynx Process,,https://br.indeed.com/rc/clk?jk=f24f4ce69688385b&bb=hLB-MfZMmzAa6LAY1PokAW4XoSTHk_mfXTG8D7x6khwCHWnY9XmX_06YR3rHWj3YIc5yelQNm_HWmKloTHMnuHJPaCEphl8wxmZJ4gev1uE%3D&xkcb=SoAK67M3DIsVrkWxNp0PbzkdCdPP&fccid=c5cc73da209c2e02&vjs=3
"Global Process Automation Sr Specialist, Brazil (Remote)",3M,"Home office in Sumaré, SP",https://br.indeed.com/rc/clk?jk=1e3f8c7be903047e&bb=hLB-MfZMmzAa6LAY1PokAa6Eo9Gd15Gue946lyXrtbw6tYkSFVJ93PtuS5MHeJ-HYYql821aF56uf6SERuFuf_eSz_3JR47H_sYFLBJTb6I%3D&xkcb=SoC-67M3DIsVrkWxNp0ObzkdCdPP&fccid=595d42593839d3a2&vjs=3
DevOps Engineer,OpsBrasil Serviços Cloud LTDA,,https://br.indeed.com/rc/clk?jk=c53517b03a1b4a02&bb=hLB-MfZMmzAa6LAY1PokARbYC5x6IKgSZoG1UUUgHvT0zGjhOpr5YxCJP-AR2m2f_yrwXcgwtYsyNcYdAk4P08qs-DhjCYQpZEtj1xidHcg%3D&xkcb=SoAj67M3DIsVrkWxNp0NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor de ChatBot,PROA.AI,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=473c855bace91d16&bb=hLB-MfZMmzAa6LAY1PokATUuYthiUTjv57ILWWQfgaYf4Kis-6qNTxRYn9FwFyjl7oKw52oV8ORWSPZp1T77Qk7MqBXtWSHT4-y-1yuIynY%3D&xkcb=SoCX67M3DIsVrkWxNp0MbzkdCdPP&fccid=ac39b59fcbd05c33&vjs=3
ESTAGIARIO TI,LCM CONSTRUCAO E COMERCIO S.A,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=ee45534015e81fca&bb=hLB-MfZMmzAa6LAY1PokASDSZTOcOKo9TA-52q4QzWb5Z0aBNyf8ejkpgM8PEO9LDjtO3FROCP-_Ayg0QY1OTRfqjK_Z4K69VpdiFfulwAQ%3D&xkcb=SoB-67M3DIsVrkWxNp0DbzkdCdPP&fccid=754cbb541035a71c&vjs=3
Pessoa Desenvolvedora Backend (Python/Node) Sênior,VENHA SER #SANGUELARANJA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=35155a9cef59722d&bb=hLB-MfZMmzAa6LAY1PokASCwAJh2JzIRaeZxH9BFcP5f8mZMdAeGHyplqmA4Q52G1_rN3ZQ4LiLi8HmaZt1xqa19lXPL2o8ZKaaTsF67YBc%3D&xkcb=SoDK67M3DIsVrkWxNp0CbzkdCdPP&fccid=6a5f5525abe44fdf&vjs=3
Pessoa analista de dados - foco geoprocessamento,Netvagas,,https://br.indeed.com/rc/clk?jk=385975687e6275ac&bb=hLB-MfZMmzAa6LAY1PokAcmMMUitx2zKV7jvO-LWtYaWU113FThdTVFqKM-kM9CHG66X0Lg_o1xPPoyE6yT6OOE20eeje8pyuQWJ8ANf4hY%3D&xkcb=SoBX67M3DIsVrkWxNp0BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
ANALISTA DESENVOLVEDOR(A) JR - OSASCO,OEmprego,"Osasco, SP",https://br.indeed.com/rc/clk?jk=fde73a8d23e01b55&bb=hLB-MfZMmzAa6LAY1PokASf1KdTzFqQPxYgaO9M9hEzz_6X9FMrmxDjJeJzyFQh5Dft4VQCCv7hRkF3LwOUpH2Zm8aiNbH9ycOPEUgpLV1k%3D&xkcb=SoDj67M3DIsVrkWxNp0AbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Pessoa Desenvolvedora Full Stack Pleno [Python Javascript],Mercos,,https://br.indeed.com/rc/clk?jk=d948e0741d880947&bb=hLB-MfZMmzAa6LAY1PokAZ74g1y1cWe0G_bDNTmgJtggHeec74LXQJjqiR0vxZKEeMYinON0tL5mwz-7XsEsHPPZ4fo_iPYiKCNUkvMPJbk%3D&xkcb=SoBt67M3DIsVrkWxNp0HbzkdCdPP&fccid=cb5a5802959f732b&vjs=3
PROGRAMADOR DE SISTEMAS,Transportes Tresguerras,"Matriz, CE",https://br.indeed.com/rc/clk?jk=910b99cd88a6d679&bb=hLB-MfZMmzAa6LAY1PokAWGUPHtK_EUFerpSPJs9whlutSMi3S2MUYjLeCTPp85Yboig6QZjKLYmBNP9n-KKaiB2K_6IZMOcrE6NRntHoks%3D&xkcb=SoDZ67M3DIsVrkWxNp0GbzkdCdPP&fccid=19a4e1abef187835&vjs=3
Programador de sistema,Opção Informática,"Rondonópolis, MT",https://br.indeed.com/rc/clk?jk=5e4fd7e8dcb0a0bd&bb=hLB-MfZMmzAa6LAY1PokASIifYbjpNmQzT1FrXGJE_UlCC3127LIaSNLnNBRqo5C_3cWlJwdsn3yLb-S3zmDdSJxDRDHvXPcj03Mo8zVa1g%3D&xkcb=SoBE67M3DIsVrkWxNp0FbzkdCdPP&fccid=2106d30c5ed296c5&vjs=3
Software Engineering Support Intern,HP,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=b654d93220958690&bb=_G0Gw_IoRHngQEKygj_9ImELxNxCA8HoHcXLmSK5jKgWzM25j6unGahkoY1eLLe_Q-MPpyuKTW8JpErZofapnZF-3whHORwR06uc072LhJs%3D&xkcb=SoA467M3DIsTf1WxNp0KbzkdCdPP&fccid=1b866506aec22461&vjs=3
Programa de Estágio Smarthis | 2024,Smarthis,,https://br.indeed.com/rc/clk?jk=f25ef07944be3060&bb=_G0Gw_IoRHngQEKygj_9IvJMr38wVSzaF7FGPlhZy7MOVux0P6HHaDvtMdb-OICk8QSHQ3eR8ZP76PScrNMWXOYLOmkT8ExVVMCW2Km3Elw%3D&xkcb=SoCl67M3DIsTf1WxNp0JbzkdCdPP&fccid=cc329f517c8c97d4&vjs=3
Estágiário de RPA,CARREFOUR COMÉRCIO E INDÚSTRIA 1 Ltda,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=859057f79756c581&bb=_G0Gw_IoRHngQEKygj_9IihdEjrkM9C4r_q3s4Zob2TrJy-HSwCHOMDusSV1WP-fgG-Bd7Wp1ySl0I62Ph0fx6Y7bB08nbZtspe_cPFtdiI%3D&xkcb=SoAR67M3DIsTf1WxNp0IbzkdCdPP&fccid=1426f3aa8ef81b3d&cmp=CARREFOUR-COM%25C3%2589RCIO-E-IND%25C3%259ASTRIA-1-Ltda&ti=Est%C3%A1gi%C3%A1rio+De+Rpa&vjs=3
DevOps,Webjump,,https://br.indeed.com/rc/clk?jk=549051343236d1d5&bb=_G0Gw_IoRHngQEKygj_9IvJMr38wVSzatIHFhSYUfrBfx_T3xEX4autpNpm99hW6m_ZubFGboLmpWjdZtIkThlo7n8Kp8nTcUmK-Kwr4O6k%3D&xkcb=SoCf67M3DIsTf1WxNp0PbzkdCdPP&fccid=55e0ac93fb8b211b&vjs=3
Talentos em tecnologia,Netvagas,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=b04a60df0f788838&bb=_G0Gw_IoRHngQEKygj_9IvWvz8FcrtLvMuWSNyk7hZy6bP231B8GmbItM5z9V4KmforJEI0MkSx1iUUxOH17tnaLAg6pF4acOS-VFJBgpGA%3D&xkcb=SoAr67M3DIsTf1WxNp0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
"Software Engineer, Frontend - Agent Cockpit",Coinbase,,https://br.indeed.com/rc/clk?jk=1895597f1ebe5ca0&bb=_G0Gw_IoRHngQEKygj_9Ir1LoaV0l_Mcz7M7JAseaTKj1-yzLxE1TP3PFeTzOQyuNTgMCuUcDNFCWX0CHMm8MU7Ti_bOTVcGRzfE_KRog3s%3D&xkcb=SoC267M3DIsTf1WxNp0NbzkdCdPP&fccid=d2c6abf8a785fc40&vjs=3
Cientista de Dados - Pleno,MANFING SOFTWARE LTDA,"Home office in Toledo, PR",https://br.indeed.com/rc/clk?jk=64669e9463a0d5a1&bb=_G0Gw_IoRHngQEKygj_9Iuw1a4Tczf_w1dYq6qLiQN7jvsT36c17LTRK-iImE3GwmwVxaORm2GWQJ6ec4pb680iW4AYpPCao2mbY7nve_Qo%3D&xkcb=SoAC67M3DIsTf1WxNp0MbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Pessoa desenvolvedora backend pleno [smarket],Netvagas,,https://br.indeed.com/rc/clk?jk=8c49d36f03cd0442&bb=_G0Gw_IoRHngQEKygj_9Ih3kYcjuR7FX83RHCb6ubDqInFzJxEi4ns0CGpr1DwPDzupFZTXlhu6T7_HK8BECoIUC2pFOo_MhBcQx3h41hSg%3D&xkcb=SoDr67M3DIsTf1WxNp0DbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor .NET,Wipro Limited,"Natal, RN",https://br.indeed.com/rc/clk?jk=ba5956628e6f6ccb&bb=_G0Gw_IoRHngQEKygj_9IqiPakEJY5ExdOHzGlOchlAahwEka_u406h7aB4LbJuPITYEJHzpXthvytHitP8yloIsSU9aopabmh__ZCgjkvM%3D&xkcb=SoBf67M3DIsTf1WxNp0CbzkdCdPP&fccid=8d25321c1defe73f&vjs=3
Desenvolvedor Python/Java Sênior,DATAEX SERVICOS E SOLUCOES LTDA,"Jundiaí, SP",https://br.indeed.com/rc/clk?jk=d02895d21ca66964&bb=_G0Gw_IoRHngQEKygj_9IhytaLFiB1oquBI2EMCNVC1z05G_oJIqprNDmrczyeJABnMutPLOzwBSu8qeEgoyymovmD8icOI_ttkZzn5bDcI%3D&xkcb=SoDC67M3DIsTf1WxNp0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Python | Sede Regional Sicredi Campos Gerais | Ponta Grossa - PR,Sicredi,"Ponta Grossa, PR",https://br.indeed.com/rc/clk?jk=f0efc286a21e6dbb&bb=_G0Gw_IoRHngQEKygj_9ItDBq3bd08D9Faie-FanV1MJCi0VVqpU2Nb1aGLZmOtGWg6g1gAhMTHqWbUPhX9om24ildShI7b969gyN80iZ2s%3D&xkcb=SoB267M3DIsTf1WxNp0AbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Analytics Engineer,Maxxidata,,https://br.indeed.com/rc/clk?jk=96881570014998fd&bb=_G0Gw_IoRHngQEKygj_9Itj9GVBSSeDXEi0wd0i7YeztcHn6tMmWzXoqz56Yvq11PLTeK9Q30mBWNykjyPCRobPQbZZ1p-H9yPxBmPEPYiE%3D&xkcb=SoD467M3DIsTf1WxNp0HbzkdCdPP&fccid=a15d8bde8124b687&vjs=3
Analista Funcional Junior - EDC,Mutant,,https://br.indeed.com/rc/clk?jk=bb02b99cf6af164c&bb=_G0Gw_IoRHngQEKygj_9ItDBq3bd08D9L30_bLnvOwCPy56V4hx5GdIpC9ImKFEYH0T6c7DlRRkFgukvrlrGCM3UivUx6amnVikeXJOLk0A%3D&xkcb=SoBM67M3DIsTf1WxNp0GbzkdCdPP&fccid=22c551d6141563cd&vjs=3
Desenvolvedor RPA,Fiibo,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ca349cb3b33b3d57&bb=_G0Gw_IoRHngQEKygj_9IrcShWavH_skKcwT821CJnG61ig303joQ0PtSYbiaVy8tMa3woZaU2w7SITgLI1Ghd3d5vlifpfhdf49DEaPdN4%3D&xkcb=SoDR67M3DIsTf1WxNp0FbzkdCdPP&fccid=3124eb4757664515&vjs=3
Estagiário(a) de Sistemas Internos,Maxtrack,"Betim, MG",https://br.indeed.com/rc/clk?jk=3bb818e5137c56ae&bb=_G0Gw_IoRHngQEKygj_9Ih5plv0uAa95bsbugzpTgJ49SmTGiWJnt6IFTcsWoWloA-teniGeb2PG9hxVujLBI3pOx3cRopecnmEbtEutV14%3D&xkcb=SoBl67M3DIsTf1WxNp0EbzkdCdPP&fccid=791d933e3e6ec018&vjs=3
Desenvolvedor Python | Sede Regional Sicredi Campos Gerais | Ponta Grossa - PR,Sicredi,"Ponta Grossa, PR",https://br.indeed.com/rc/clk?jk=f0efc286a21e6dbb&bb=-QnifClBut7mWdp9J1v53yEJ_20vAgF35aGGxhI8-mfTQaAx6MaNcT1ym48IzfQO_XBLYyePoRv29VK8VEXHPYZqxUHEhL8HxRkpRaDLqYo%3D&xkcb=SoAC67M3DIsRP52xNp0LbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Analytics Engineer,Maxxidata,,https://br.indeed.com/rc/clk?jk=96881570014998fd&bb=-QnifClBut7mWdp9J1v531VyNBVCJ47LybVf8ozXVzorAJHfx2UsMcIDUFnN8xo93AkIP7RwdprFVEYTXKbrO-l8qGdQ2B0L5TUWx1Cyuuk%3D&xkcb=SoC267M3DIsRP52xNp0KbzkdCdPP&fccid=a15d8bde8124b687&vjs=3
Estagiário(a) de Sistemas Internos,Maxtrack,"Betim, MG",https://br.indeed.com/rc/clk?jk=3bb818e5137c56ae&bb=-QnifClBut7mWdp9J1v5373H0lD7R0WcDe9hfO5yxl5eFLDA2s2_eVyzWMZDv1xRv5sXPFAeE0x_fzFdNQWlFIkuWT0EduNMYjvzK6ffc38%3D&xkcb=SoAr67M3DIsRP52xNp0JbzkdCdPP&fccid=791d933e3e6ec018&vjs=3
Analista Funcional Junior - EDC,Mutant,,https://br.indeed.com/rc/clk?jk=bb02b99cf6af164c&bb=-QnifClBut7mWdp9J1v53yEJ_20vAgF3lYXmNwfwvFTSEysuu_v2L6Ib7PNm32aH4NAhLseNtsRobeBrbmaTc-xCu40viVRSphq04UTcqZ8%3D&xkcb=SoCf67M3DIsRP52xNp0IbzkdCdPP&fccid=22c551d6141563cd&vjs=3
Desenvolvedor RPA,Fiibo,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ca349cb3b33b3d57&bb=-QnifClBut7mWdp9J1v53wiLy4SdFj2YyQRBwMeg73EqFCn-WgQ1_r4rFXzwTewZdzj2149rW5yoyKNOslT9wLC27uZ9YrfKR4TPn9S-ABk%3D&xkcb=SoAR67M3DIsRP52xNp0PbzkdCdPP&fccid=3124eb4757664515&vjs=3
Analista de Desenvolvimento Backend,Stella Energia,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=81b3ea3d7fd5dc8f&bb=-QnifClBut7mWdp9J1v53wPNGtEnELqOz-DMxtkKfdAgYrnTYVXULFAmbiC1kHr5VDfC_ONrmxeu17HACS08dNA9RsagVU4NcNK_kpeoAYE%3D&xkcb=SoCl67M3DIsRP52xNp0ObzkdCdPP&fccid=8e96f90b2e5c7435&vjs=3
Desenvolvedor(a) back-end pleno,Netvagas,,https://br.indeed.com/rc/clk?jk=c57623a2ec38517a&bb=-QnifClBut7mWdp9J1v538IbO4T0awKjXoiWt7gxGrXR3H3GO1bA7omAXA9jAWFVkg--GRXXkuOnRtdD-b1qPlAqfCtexTtrNpZUfPAoC84%3D&xkcb=SoA467M3DIsRP52xNp0NbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Data Scientist,Gistia Healthcare AI,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=6cbf69c63b3d7765&bb=-QnifClBut7mWdp9J1v539SH_Wwl1MeHTWVxsLhjD-bWIHzm5ov_1KRhiyjRPzGiDHGducSs0MeMikGEyT-bmWOCeuRoUYXfkdIlvT5O8mU%3D&xkcb=SoCM67M3DIsRP52xNp0MbzkdCdPP&fccid=32d983ce66eff4c1&vjs=3
Havan Labs,Havan Labs - Tecnologia,,https://br.indeed.com/rc/clk?jk=4cdc96d3ad51812b&bb=-QnifClBut7mWdp9J1v533BiJ_TI5qhnXWAFW5HcO0wEJknHtwTeFDjjok6hZTR4bp8pl35PfEGx-gprZVr01MPGqNnPDjt42_LpnyS6w0E%3D&xkcb=SoBl67M3DIsRP52xNp0DbzkdCdPP&fccid=5ba0a680c4a2acb9&vjs=3
DESENVOLVEDOR PYTHON - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=acdf082c0a5257b9&bb=-QnifClBut7mWdp9J1v537anrsHrYaPinbLAX-y-4No3SdbOD_qL3nzmZ77ULpECsj0-SW1tEPhkWSMWZPrZ8T00ywUyZn8wsJ6VuaVOkOA%3D&xkcb=SoDR67M3DIsRP52xNp0CbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Oportunidade de Estágio em Economia,Macroplan Consultoria e Analytics,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=508ef0f5e3ce9a11&bb=-QnifClBut7mWdp9J1v531DFfqSQ22fefbJghqD_g9xZNCERvFfv4PwlfrHWbndjP0T_nGCLkcAieTdA6Ilf7yHmzzzBOXUz73p5r78hSRM%3D&xkcb=SoBM67M3DIsRP52xNp0BbzkdCdPP&fccid=b695c53633294cf0&vjs=3
Engenharia | cientista de dados jr | afirmativa para mulheres e pessoas não-binárias,Netvagas,,https://br.indeed.com/rc/clk?jk=b2710733c571744c&bb=-QnifClBut7mWdp9J1v533c7pD-YY1C3eiPo1e_eHb7ppB3FTIJMYWjwI06HXx1PHPNpnSqYDLmHi4pyc4CW9hd_RH-R5z9mQNNUHTrVQzQ%3D&xkcb=SoD467M3DIsRP52xNp0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Programador Python (Jupyter Notebook),Turing.com,,https://br.indeed.com/rc/clk?jk=fbfc57e547f7492c&bb=-QnifClBut7mWdp9J1v537PCF_rraTXxTS8deLlaa12ShHfEZppKIFZCux6o4p2Q6C2sWAX1V5QBB2upt8XOZO8Rkz--TaraSLx3oFuYHhc%3D&xkcb=SoB267M3DIsRP52xNp0HbzkdCdPP&fccid=2d71fc355eaef8f5&cmp=turing&ti=Python&vjs=3
Programa de estágio - Motorola 2024,CIEE One,Brasil,https://br.indeed.com/rc/clk?jk=0b480fe06a600482&bb=-QnifClBut7mWdp9J1v5371aasVdBlwI-juvdEvoHkI9LHwxsFXDDLLhV8vjv3Kbgs9oBcG0__8VqudhTTAj8tcCfU2eko9VyF44X6OA9R8%3D&xkcb=SoDC67M3DIsRP52xNp0GbzkdCdPP&fccid=01ec4e97877ffbcc&vjs=3
Analista de Sustentação Java,Qintess,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=d53d52afd92a9449&bb=-QnifClBut7mWdp9J1v5364hd5XCDy62lYCUfWJGnHtD1mARoPHlb6_VD0yoLqfU0O87bpzKSWNC95vyesw1TgubF0o7-Z0r8VsW7ETpiWY%3D&xkcb=SoBf67M3DIsRP52xNp0FbzkdCdPP&fccid=909410f258b6c61b&vjs=3
Analista de Automação de Teste - PLENO PYTHON **Híbrida SP**,PRIME CONTROL CONSULTORIA LTDA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=e358b6ceebf11236&bb=NQ7kRZEHMbajRa0mwVOZX4szUmHg9kV6fZKOWnsHrkJojLcXNJ2Rug80jEy1PwzHuuSQ8rDNzp35JwnEp5WvLU1oEG0dX48NmkOIgE6yRv4%3D&xkcb=SoBR67M3DIst202xJh0LbzkdCdPP&fccid=40c73002fc455a2a&vjs=3
Assistente em análise de dados,fiorentinoeventos.com.br,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=06d1d7faac0cd98e&bb=NQ7kRZEHMbajRa0mwVOZX51fW-EAWPqrSHnHfhDG2gzsSkKVFIufcgXNaVc2Z4sKKZFDArpEXAa0JAiV3PgKs4tGubJhxyb2Y3fqkN1d_LM%3D&xkcb=SoDl67M3DIst202xJh0KbzkdCdPP&fccid=698ea1d0641c47c7&vjs=3
Desenvolvedor Full Stack,Curriculum.com.br,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=4380db8157d5c262&bb=NQ7kRZEHMbajRa0mwVOZX8szRMpReOsUtlqTWdZIYSBkmAvkg4fgtiNiT3Opq8mc1aeai5BCOkn75t9tPPCWEbJPhuuw8j-CTIINeJXosjY%3D&xkcb=SoB467M3DIst202xJh0JbzkdCdPP&fccid=22d7ce555383096d&vjs=3
Software Engineer,Argyle,,https://br.indeed.com/rc/clk?jk=05471cfcf0e9470b&bb=NQ7kRZEHMbajRa0mwVOZX2mcoDVBBVzFdLxSftFJZb70xkuV-vjv-tunRLTwV-g1cEY3Fqala1VSwN39ttBbBV5W1_JiiDycz5wHVuwfsws%3D&xkcb=SoDM67M3DIst202xJh0IbzkdCdPP&fccid=aa03e0b104545661&vjs=3
Analista de Desenvolvimento Pleno - Golang,Bemobi,,https://br.indeed.com/rc/clk?jk=37fcc5a86015cbec&bb=NQ7kRZEHMbajRa0mwVOZX5hBTJCyVg9e6PjY_qHPos5UDnCxKQAuCi40yjSwhtOYSb_7F3TVC3teb_8Ms4SlY61iGWddN718ki1_k0Ksl7Q%3D&xkcb=SoBC67M3DIst202xJh0PbzkdCdPP&fccid=a87550975560bb8d&vjs=3
33994-6558237 - Desenvolvedor Python (Sênior),UDS Tecnologia,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=b0b4d61efb7cbe66&bb=NQ7kRZEHMbajRa0mwVOZXw79zrJNxr0LtU6na9gEbqzJXLgYZnYPNDT8MsMNR1UtGUCrri8eBnup16q3jezHOi8pOe9VfrT_90rAwe9ZZfU%3D&xkcb=SoD267M3DIst202xJh0ObzkdCdPP&fccid=9121ec3e3fd09324&vjs=3
Desenvolvedor Python – Full Stack – Back End – Para Escritório Contábil – Porto Alegre – RS,BuscarVagas - Empregos e Consultoria Brasil,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=f6fdc7df1a5428e9&bb=NQ7kRZEHMbajRa0mwVOZX2mcoDVBBVzFxnu7aWD6I1pm89QQ5yd_Sl3X_07n_7q8VCpKtPxs9cegy_w2vGmT5uPYtrhhpSWxCFqFPX-MUds%3D&xkcb=SoBr67M3DIst202xJh0NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor RPA,Curriculum.com.br,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=d29ea948df7eac12&bb=NQ7kRZEHMbajRa0mwVOZX7HeFOnP6TruffbWIWdwdbxbrfX4sxvKpl71V0lUctzauVSD3gM9r9H7n1qJ4yrX5RGzNGUNfZnYzXDGYT6zx8E%3D&xkcb=SoDf67M3DIst202xJh0MbzkdCdPP&fccid=22d7ce555383096d&vjs=3
Atuário Sr. (Temporário) em Rio de Janeiro,MANPOWER STAFFING. (Matriz),"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=847c644837535d0a&bb=NQ7kRZEHMbajRa0mwVOZX0VP_ZbC2dU26jVm0KFYlW74o2yvnahsXhReXK-Ze8G3Q4YTU5LuW7o1pkMorWzgHmV-ykhjt4aR_JQxx-bjwok%3D&xkcb=SoCC67M3DIst202xJh0CbzkdCdPP&fccid=d3a583195b1bd825&vjs=3
